tradingitemid,fromdate,todate,divadjfactor
2603263,2021-02-25 00:00:00.000000,,1.0000000000
2603626,2017-11-16 00:00:00.000000,2018-02-14 00:00:00.000000,0.9450687129
2603626,2018-02-15 00:00:00.000000,2018-05-09 00:00:00.000000,0.9475976632
2603626,2018-05-10 00:00:00.000000,2018-08-29 00:00:00.000000,0.9503609039
2603626,2018-08-30 00:00:00.000000,2018-11-07 00:00:00.000000,0.9527200439
2603626,2018-11-08 00:00:00.000000,2019-02-06 00:00:00.000000,0.9549846411
2603626,2019-02-07 00:00:00.000000,2019-05-08 00:00:00.000000,0.9575640907
2603626,2019-05-09 00:00:00.000000,2019-08-28 00:00:00.000000,0.9601500588
2603626,2019-08-29 00:00:00.000000,2019-10-30 00:00:00.000000,0.9622739954
2603626,2019-10-31 00:00:00.000000,2020-02-05 00:00:00.000000,0.9643645670
2603626,2020-02-06 00:00:00.000000,2020-04-29 00:00:00.000000,0.9663977715
2603626,2020-04-30 00:00:00.000000,2020-07-29 00:00:00.000000,0.9686056714
2603626,2020-07-30 00:00:00.000000,2020-10-28 00:00:00.000000,0.9706890784
2603626,2020-10-29 00:00:00.000000,2020-11-30 00:00:00.000000,0.9725544558
2603626,2020-12-01 00:00:00.000000,2021-02-03 00:00:00.000000,0.9980293348
2603626,2021-02-04 00:00:00.000000,,1.0000000000
2615898,2017-11-29 00:00:00.000000,2018-02-27 00:00:00.000000,0.9400649401
2615898,2018-02-28 00:00:00.000000,2018-05-29 00:00:00.000000,0.9427037930
2615898,2018-05-30 00:00:00.000000,2018-08-28 00:00:00.000000,0.9460374049
2615898,2018-08-29 00:00:00.000000,2018-11-28 00:00:00.000000,0.9491703682
2615898,2018-11-29 00:00:00.000000,2019-02-26 00:00:00.000000,0.9530141358
2615898,2019-02-27 00:00:00.000000,2019-05-28 00:00:00.000000,0.9568627542
2615898,2019-05-29 00:00:00.000000,2019-08-28 00:00:00.000000,0.9611754608
2615898,2019-08-29 00:00:00.000000,2019-11-28 00:00:00.000000,0.9672078418
2615898,2019-11-29 00:00:00.000000,2020-02-27 00:00:00.000000,0.9726612013
2615898,2020-02-28 00:00:00.000000,2020-05-28 00:00:00.000000,0.9786083081
2615898,2020-05-29 00:00:00.000000,2020-08-30 00:00:00.000000,0.9847255276
2615898,2020-08-31 00:00:00.000000,2020-11-30 00:00:00.000000,0.9906874907
2615898,2020-12-01 00:00:00.000000,2021-02-28 00:00:00.000000,0.9960873920
2615898,2021-03-01 00:00:00.000000,,1.0000000000
2615990,2017-10-31 00:00:00.000000,2018-01-30 00:00:00.000000,0.9305983808
2615990,2018-01-31 00:00:00.000000,2018-04-29 00:00:00.000000,0.9342891392
2615990,2018-04-30 00:00:00.000000,2018-07-30 00:00:00.000000,0.9394468868
2615990,2018-07-31 00:00:00.000000,2018-10-30 00:00:00.000000,0.9449315642
2615990,2018-10-31 00:00:00.000000,2019-01-30 00:00:00.000000,0.9519898766
2615990,2019-01-31 00:00:00.000000,2019-04-29 00:00:00.000000,0.9592569749
2615990,2019-04-30 00:00:00.000000,2019-07-30 00:00:00.000000,0.9673221938
2615990,2019-07-31 00:00:00.000000,2019-10-30 00:00:00.000000,0.9785701263
2615990,2019-10-31 00:00:00.000000,2020-01-30 00:00:00.000000,0.9881875231
2615990,2020-01-31 00:00:00.000000,,1.0000000000
2662209,2018-01-09 00:00:00.000000,2018-04-08 00:00:00.000000,0.8781732286
2662209,2018-04-09 00:00:00.000000,2018-07-08 00:00:00.000000,0.8892229664
2662209,2018-07-09 00:00:00.000000,2018-10-08 00:00:00.000000,0.8995322914
2662209,2018-10-09 00:00:00.000000,2019-01-08 00:00:00.000000,0.9094917383
2662209,2019-01-09 00:00:00.000000,2019-04-08 00:00:00.000000,0.9189758589
2662209,2019-04-09 00:00:00.000000,2019-07-08 00:00:00.000000,0.9284360776
2662209,2019-07-09 00:00:00.000000,2019-10-08 00:00:00.000000,0.9382005592
2662209,2019-10-09 00:00:00.000000,2020-01-08 00:00:00.000000,0.9479627340
2662209,2020-01-09 00:00:00.000000,2020-04-08 00:00:00.000000,0.9578281555
2662209,2020-04-09 00:00:00.000000,2020-07-08 00:00:00.000000,0.9681291840
2662209,2020-07-09 00:00:00.000000,2020-10-07 00:00:00.000000,0.9790010812
2662209,2020-10-08 00:00:00.000000,2021-01-06 00:00:00.000000,0.9894164277
2662209,2021-01-07 00:00:00.000000,,1.0000000000
2629084,2017-11-30 00:00:00.000000,2018-02-27 00:00:00.000000,0.9234541350
2616073,2017-11-10 00:00:00.000000,2018-02-08 00:00:00.000000,0.9419005009
2616073,2018-02-09 00:00:00.000000,2018-05-10 00:00:00.000000,0.9465858446
2616073,2018-05-11 00:00:00.000000,2018-08-09 00:00:00.000000,0.9508941233
2616073,2018-08-10 00:00:00.000000,2018-11-07 00:00:00.000000,0.9545858618
2616073,2018-11-08 00:00:00.000000,2019-02-07 00:00:00.000000,0.9589917424
2616073,2019-02-08 00:00:00.000000,2019-05-09 00:00:00.000000,0.9633146750
2616073,2019-05-10 00:00:00.000000,2019-08-08 00:00:00.000000,0.9684145763
2616073,2019-08-09 00:00:00.000000,2019-11-06 00:00:00.000000,0.9734811254
2616073,2019-11-07 00:00:00.000000,2020-02-06 00:00:00.000000,0.9778642560
2616073,2020-02-07 00:00:00.000000,2020-05-07 00:00:00.000000,0.9824280874
2616073,2020-05-08 00:00:00.000000,2020-08-06 00:00:00.000000,0.9874865364
2616073,2020-08-07 00:00:00.000000,2020-11-05 00:00:00.000000,0.9918650630
2616073,2020-11-06 00:00:00.000000,2021-02-04 00:00:00.000000,0.9958870968
2616073,2021-02-05 00:00:00.000000,,1.0000000000
2604195,2017-11-16 00:00:00.000000,2018-02-21 00:00:00.000000,0.9106314623
2604195,2018-02-22 00:00:00.000000,2018-05-16 00:00:00.000000,0.9165847431
2604195,2018-05-17 00:00:00.000000,2018-08-20 00:00:00.000000,0.9233603182
2604195,2018-08-21 00:00:00.000000,2018-11-13 00:00:00.000000,0.9306575852
2604195,2018-11-14 00:00:00.000000,2019-02-20 00:00:00.000000,0.9380581826
2604195,2019-02-21 00:00:00.000000,2019-05-22 00:00:00.000000,0.9449909951
2604195,2019-05-23 00:00:00.000000,2019-08-19 00:00:00.000000,0.9516261869
2604195,2019-08-20 00:00:00.000000,2019-11-12 00:00:00.000000,0.9600712581
2604195,2019-11-13 00:00:00.000000,2020-02-19 00:00:00.000000,0.9669574618
2604195,2020-02-20 00:00:00.000000,2020-05-20 00:00:00.000000,0.9745698370
2604195,2020-05-21 00:00:00.000000,2020-08-19 00:00:00.000000,0.9825289039
2604195,2020-08-20 00:00:00.000000,2020-11-18 00:00:00.000000,0.9886668127
2604195,2020-11-19 00:00:00.000000,2021-02-17 00:00:00.000000,0.9944171043
2604195,2021-02-18 00:00:00.000000,,1.0000000000
2629084,2018-02-28 00:00:00.000000,2018-05-31 00:00:00.000000,0.9292962188
2629084,2018-06-01 00:00:00.000000,2018-08-30 00:00:00.000000,0.9351992954
2629084,2018-08-31 00:00:00.000000,2018-11-29 00:00:00.000000,0.9410374269
2629084,2018-11-30 00:00:00.000000,2019-02-27 00:00:00.000000,0.9468407412
2629084,2019-02-28 00:00:00.000000,2019-05-30 00:00:00.000000,0.9528689259
2629084,2019-05-31 00:00:00.000000,2019-08-29 00:00:00.000000,0.9584491357
2629084,2019-08-30 00:00:00.000000,2019-11-28 00:00:00.000000,0.9635170589
2629084,2019-11-29 00:00:00.000000,2020-02-27 00:00:00.000000,0.9696918670
2629084,2020-02-28 00:00:00.000000,2020-05-28 00:00:00.000000,0.9757600264
2629084,2020-05-29 00:00:00.000000,2020-08-30 00:00:00.000000,0.9822657872
2629084,2020-08-31 00:00:00.000000,2020-11-29 00:00:00.000000,0.9880124512
2629084,2020-11-30 00:00:00.000000,2021-02-25 00:00:00.000000,0.9938848068
2629084,2021-02-26 00:00:00.000000,,1.0000000000
2629128,2017-11-30 00:00:00.000000,2018-02-27 00:00:00.000000,0.9650251701
2604698,2017-11-30 00:00:00.000000,2018-02-21 00:00:00.000000,0.9599723853
2604698,2018-02-22 00:00:00.000000,2018-05-09 00:00:00.000000,0.9626505808
2604698,2018-05-10 00:00:00.000000,2018-08-06 00:00:00.000000,0.9654165002
2604698,2018-08-07 00:00:00.000000,2018-11-22 00:00:00.000000,0.9681808356
2604698,2018-11-23 00:00:00.000000,2019-02-07 00:00:00.000000,0.9722545278
2604698,2019-02-08 00:00:00.000000,2019-05-09 00:00:00.000000,0.9760623131
2604698,2019-05-10 00:00:00.000000,2019-08-08 00:00:00.000000,0.9794303680
2604698,2019-08-09 00:00:00.000000,2019-11-25 00:00:00.000000,0.9825058245
2604698,2019-11-26 00:00:00.000000,2020-02-06 00:00:00.000000,0.9856522884
2604698,2020-02-07 00:00:00.000000,2020-05-07 00:00:00.000000,0.9885068875
2604698,2020-05-08 00:00:00.000000,2020-08-10 00:00:00.000000,0.9921886733
2604698,2020-08-11 00:00:00.000000,2020-12-02 00:00:00.000000,0.9946860917
2604698,2020-12-03 00:00:00.000000,2021-02-15 00:00:00.000000,0.9975663178
2604698,2021-02-16 00:00:00.000000,,1.0000000000
2604722,2017-12-15 00:00:00.000000,2018-03-15 00:00:00.000000,0.8948920969
2604722,2018-03-16 00:00:00.000000,2018-06-14 00:00:00.000000,0.9027239281
2604722,2018-06-15 00:00:00.000000,2018-09-13 00:00:00.000000,0.9110079520
2604722,2018-09-14 00:00:00.000000,2018-12-13 00:00:00.000000,0.9181304035
2604722,2018-12-14 00:00:00.000000,2019-03-14 00:00:00.000000,0.9254291057
2604722,2019-03-15 00:00:00.000000,2019-06-13 00:00:00.000000,0.9325140533
2604722,2019-06-14 00:00:00.000000,2019-09-12 00:00:00.000000,0.9394026660
2604722,2019-09-13 00:00:00.000000,2019-12-12 00:00:00.000000,0.9463226919
2604722,2019-12-13 00:00:00.000000,2020-03-12 00:00:00.000000,0.9540548663
2604722,2020-03-13 00:00:00.000000,2020-06-11 00:00:00.000000,0.9647680452
2604722,2020-06-12 00:00:00.000000,2020-09-17 00:00:00.000000,0.9741617477
2604722,2020-09-18 00:00:00.000000,2020-12-17 00:00:00.000000,0.9826758613
2604722,2020-12-18 00:00:00.000000,2021-03-11 00:00:00.000000,0.9913820492
2604722,2021-03-12 00:00:00.000000,,1.0000000000
2617365,2017-12-06 00:00:00.000000,2018-03-05 00:00:00.000000,0.9304858742
2617365,2018-03-06 00:00:00.000000,2018-06-04 00:00:00.000000,0.9341205846
2617365,2018-06-05 00:00:00.000000,2018-09-03 00:00:00.000000,0.9376404026
2617365,2018-09-04 00:00:00.000000,2018-12-05 00:00:00.000000,0.9418905984
2617365,2018-12-06 00:00:00.000000,2019-03-04 00:00:00.000000,0.9473141527
2617365,2019-03-05 00:00:00.000000,2019-06-03 00:00:00.000000,0.9528504042
2617365,2019-06-04 00:00:00.000000,2019-09-02 00:00:00.000000,0.9608575505
2617365,2019-09-03 00:00:00.000000,2019-12-03 00:00:00.000000,0.9701262728
2617365,2019-12-04 00:00:00.000000,2020-03-02 00:00:00.000000,0.9785989914
2617365,2020-03-03 00:00:00.000000,2020-06-01 00:00:00.000000,0.9889363046
2617365,2020-06-02 00:00:00.000000,2020-08-31 00:00:00.000000,0.9926463616
2617365,2020-09-01 00:00:00.000000,2020-12-01 00:00:00.000000,0.9954148207
2617365,2020-12-02 00:00:00.000000,2021-03-01 00:00:00.000000,0.9980443286
2617365,2021-03-02 00:00:00.000000,,1.0000000000
2629128,2018-02-28 00:00:00.000000,2018-05-30 00:00:00.000000,0.9671649155
2629128,2018-05-31 00:00:00.000000,2018-08-30 00:00:00.000000,0.9694470729
2629128,2018-08-31 00:00:00.000000,2018-11-29 00:00:00.000000,0.9723646156
2629128,2018-11-30 00:00:00.000000,2019-02-27 00:00:00.000000,0.9753595785
2629128,2019-02-28 00:00:00.000000,2019-05-30 00:00:00.000000,0.9783540699
2629128,2019-05-31 00:00:00.000000,2019-08-29 00:00:00.000000,0.9814446100
2629128,2019-08-30 00:00:00.000000,2019-11-28 00:00:00.000000,0.9843700356
2629128,2019-11-29 00:00:00.000000,2020-02-27 00:00:00.000000,0.9871366364
2629128,2020-02-28 00:00:00.000000,2020-05-28 00:00:00.000000,0.9898842672
2629128,2020-05-29 00:00:00.000000,2020-08-30 00:00:00.000000,0.9924784030
2629128,2020-08-31 00:00:00.000000,2020-11-29 00:00:00.000000,0.9951948639
2629128,2020-11-30 00:00:00.000000,2021-02-28 00:00:00.000000,0.9975224162
2629128,2021-03-01 00:00:00.000000,,1.0000000000
2629738,2017-12-14 00:00:00.000000,2018-03-13 00:00:00.000000,0.9074899249
2617677,2017-12-14 00:00:00.000000,2018-02-12 00:00:00.000000,0.9084147009
2617677,2018-02-13 00:00:00.000000,2018-05-29 00:00:00.000000,0.9154199831
2617677,2018-05-30 00:00:00.000000,2018-09-16 00:00:00.000000,0.9234863178
2617677,2018-09-17 00:00:00.000000,2018-12-12 00:00:00.000000,0.9312696876
2617677,2018-12-13 00:00:00.000000,2019-03-12 00:00:00.000000,0.9409350392
2617677,2019-03-13 00:00:00.000000,2019-05-28 00:00:00.000000,0.9506194262
2617677,2019-05-29 00:00:00.000000,2019-09-15 00:00:00.000000,0.9612495823
2617677,2019-09-16 00:00:00.000000,2019-12-12 00:00:00.000000,0.9711839517
2617677,2019-12-13 00:00:00.000000,2020-03-03 00:00:00.000000,0.9807996344
2617677,2020-03-04 00:00:00.000000,2020-05-20 00:00:00.000000,0.9937093629
2617677,2020-05-21 00:00:00.000000,2020-09-08 00:00:00.000000,0.9945837222
2617677,2020-09-09 00:00:00.000000,2020-12-02 00:00:00.000000,0.9952931257
2617677,2020-12-03 00:00:00.000000,2021-02-28 00:00:00.000000,0.9957947855
2617677,2021-03-01 00:00:00.000000,,1.0000000000
2617727,2017-11-16 00:00:00.000000,2018-03-06 00:00:00.000000,0.9467234244
2617727,2018-03-07 00:00:00.000000,2018-05-30 00:00:00.000000,0.9502252567
2617727,2018-05-31 00:00:00.000000,2018-09-05 00:00:00.000000,0.9537843866
2617727,2018-09-06 00:00:00.000000,2018-11-20 00:00:00.000000,0.9578174883
2617727,2018-11-21 00:00:00.000000,2019-03-06 00:00:00.000000,0.9623173682
2617727,2019-03-07 00:00:00.000000,2019-05-15 00:00:00.000000,0.9664389638
2617727,2019-05-16 00:00:00.000000,2019-09-02 00:00:00.000000,0.9700595752
2617727,2019-09-03 00:00:00.000000,2019-11-20 00:00:00.000000,0.9735132193
2617727,2019-11-21 00:00:00.000000,2020-03-11 00:00:00.000000,0.9770912597
2617727,2020-03-12 00:00:00.000000,2020-05-31 00:00:00.000000,0.9815205039
2617727,2020-06-01 00:00:00.000000,2020-09-07 00:00:00.000000,0.9857213721
2617727,2020-09-08 00:00:00.000000,2020-11-18 00:00:00.000000,0.9903535214
2617727,2020-11-19 00:00:00.000000,2021-03-10 00:00:00.000000,0.9946594063
2617727,2021-03-11 00:00:00.000000,,1.0000000000
2604878,2017-12-28 00:00:00.000000,2018-03-27 00:00:00.000000,0.9838707860
2604878,2018-03-28 00:00:00.000000,2018-06-27 00:00:00.000000,0.9854921613
2604878,2018-06-28 00:00:00.000000,2018-09-26 00:00:00.000000,0.9871012923
2604878,2018-09-27 00:00:00.000000,2018-12-26 00:00:00.000000,0.9885537128
2604878,2018-12-27 00:00:00.000000,2019-03-27 00:00:00.000000,0.9901385684
2604878,2019-03-28 00:00:00.000000,2019-06-26 00:00:00.000000,0.9914376620
2604878,2019-06-27 00:00:00.000000,2019-09-25 00:00:00.000000,0.9926352206
2604878,2019-09-26 00:00:00.000000,2019-12-25 00:00:00.000000,0.9938088748
2604878,2019-12-26 00:00:00.000000,2020-03-25 00:00:00.000000,0.9949118813
2604878,2020-03-26 00:00:00.000000,2020-06-24 00:00:00.000000,0.9962986254
2604878,2020-06-25 00:00:00.000000,2020-09-24 00:00:00.000000,0.9973456464
2604878,2020-09-25 00:00:00.000000,2020-12-23 00:00:00.000000,0.9982278628
2604878,2020-12-24 00:00:00.000000,2021-03-24 00:00:00.000000,0.9990431494
2604878,2021-03-25 00:00:00.000000,,1.0000000000
2604928,2017-10-06 00:00:00.000000,2018-01-08 00:00:00.000000,0.9329202418
2604928,2018-01-09 00:00:00.000000,2018-04-08 00:00:00.000000,0.9389084206
2604928,2018-04-09 00:00:00.000000,2018-07-08 00:00:00.000000,0.9457681249
2604928,2018-07-09 00:00:00.000000,2018-10-08 00:00:00.000000,0.9521972566
2604928,2018-10-09 00:00:00.000000,2019-01-08 00:00:00.000000,0.9588349361
2604928,2019-01-09 00:00:00.000000,2019-04-08 00:00:00.000000,0.9656922471
2604928,2019-04-09 00:00:00.000000,2019-07-08 00:00:00.000000,0.9718000999
2604928,2019-07-09 00:00:00.000000,2019-10-08 00:00:00.000000,0.9786911884
2604928,2019-10-09 00:00:00.000000,2020-01-08 00:00:00.000000,0.9863088096
2604928,2020-01-09 00:00:00.000000,2020-10-07 00:00:00.000000,0.9939918383
2604928,2020-10-08 00:00:00.000000,2021-01-06 00:00:00.000000,0.9969396195
2604928,2021-01-07 00:00:00.000000,,1.0000000000
2605123,2000-01-01 00:00:00.000000,,1.0000000000
2629738,2018-03-14 00:00:00.000000,2018-06-13 00:00:00.000000,0.9154257085
2629738,2018-06-14 00:00:00.000000,2018-09-13 00:00:00.000000,0.9225003236
2629738,2018-09-14 00:00:00.000000,2018-12-13 00:00:00.000000,0.9287945688
2629738,2018-12-14 00:00:00.000000,2019-03-13 00:00:00.000000,0.9353053643
2629738,2019-03-14 00:00:00.000000,2019-06-13 00:00:00.000000,0.9416522853
2629738,2019-06-14 00:00:00.000000,2019-09-12 00:00:00.000000,0.9479414020
2629738,2019-09-13 00:00:00.000000,2019-12-12 00:00:00.000000,0.9542411576
2629738,2019-12-13 00:00:00.000000,2020-03-12 00:00:00.000000,0.9607844029
2629738,2020-03-13 00:00:00.000000,2020-06-11 00:00:00.000000,0.9687215438
2629738,2020-06-12 00:00:00.000000,2020-09-13 00:00:00.000000,0.9764218324
2629738,2020-09-14 00:00:00.000000,2020-12-13 00:00:00.000000,0.9835235054
2629738,2020-12-14 00:00:00.000000,2021-03-11 00:00:00.000000,0.9912903658
2629738,2021-03-12 00:00:00.000000,,1.0000000000
2630181,2017-11-03 00:00:00.000000,2018-02-01 00:00:00.000000,0.8776589634
2617773,2017-11-30 00:00:00.000000,2018-03-01 00:00:00.000000,0.9228076712
2630181,2018-02-02 00:00:00.000000,2018-05-03 00:00:00.000000,0.8849743121
2630181,2018-05-04 00:00:00.000000,2018-08-02 00:00:00.000000,0.8933759670
2630181,2018-08-03 00:00:00.000000,2018-11-04 00:00:00.000000,0.9015738675
2630181,2018-11-05 00:00:00.000000,2019-02-03 00:00:00.000000,0.9103432288
2630181,2019-02-04 00:00:00.000000,2019-05-05 00:00:00.000000,0.9188171685
2630181,2019-05-06 00:00:00.000000,2019-08-04 00:00:00.000000,0.9273175796
2630181,2019-08-05 00:00:00.000000,2019-11-03 00:00:00.000000,0.9360266455
2630181,2019-11-04 00:00:00.000000,2020-02-02 00:00:00.000000,0.9448231368
2630181,2020-02-03 00:00:00.000000,2020-05-06 00:00:00.000000,0.9532607698
2630181,2020-05-07 00:00:00.000000,2020-08-02 00:00:00.000000,0.9667489259
2630181,2020-08-03 00:00:00.000000,2020-11-01 00:00:00.000000,0.9786426009
2630181,2020-11-02 00:00:00.000000,2021-02-03 00:00:00.000000,0.9906826008
2630181,2021-02-04 00:00:00.000000,,1.0000000000
2630323,2000-01-01 00:00:00.000000,,1.0000000000
2617773,2018-03-02 00:00:00.000000,2018-05-30 00:00:00.000000,0.9272734458
2617773,2018-05-31 00:00:00.000000,2018-08-30 00:00:00.000000,0.9316506808
2617773,2018-08-31 00:00:00.000000,2018-11-29 00:00:00.000000,0.9372183143
2617773,2018-11-30 00:00:00.000000,2019-02-28 00:00:00.000000,0.9436113451
2617773,2019-03-01 00:00:00.000000,2019-05-30 00:00:00.000000,0.9493814919
2617773,2019-05-31 00:00:00.000000,2019-08-29 00:00:00.000000,0.9547787716
2617773,2019-08-30 00:00:00.000000,2019-11-28 00:00:00.000000,0.9596868187
2617773,2019-11-29 00:00:00.000000,2020-02-27 00:00:00.000000,0.9643140454
2617773,2020-02-28 00:00:00.000000,2020-05-28 00:00:00.000000,0.9703836119
2617773,2020-05-29 00:00:00.000000,2020-08-30 00:00:00.000000,0.9784898881
2617773,2020-08-31 00:00:00.000000,2020-11-29 00:00:00.000000,0.9862113695
2617773,2020-11-30 00:00:00.000000,2021-02-25 00:00:00.000000,0.9932549624
2617773,2021-02-26 00:00:00.000000,,1.0000000000
2630413,2017-11-15 00:00:00.000000,2018-02-13 00:00:00.000000,0.9563041555
2630413,2018-02-14 00:00:00.000000,2018-05-15 00:00:00.000000,0.9607963571
2630413,2018-05-16 00:00:00.000000,2018-08-14 00:00:00.000000,0.9649607995
2630413,2018-08-15 00:00:00.000000,2018-11-13 00:00:00.000000,0.9686742275
2630413,2018-11-14 00:00:00.000000,2019-02-19 00:00:00.000000,0.9728589584
2630413,2019-02-20 00:00:00.000000,2019-05-14 00:00:00.000000,0.9770137734
2630413,2019-05-15 00:00:00.000000,2019-08-13 00:00:00.000000,0.9806303046
2630413,2019-08-14 00:00:00.000000,2019-11-19 00:00:00.000000,0.9838957595
2630413,2019-11-20 00:00:00.000000,2020-02-18 00:00:00.000000,0.9872436835
2630413,2020-02-19 00:00:00.000000,2020-05-19 00:00:00.000000,0.9899402038
2630413,2020-05-20 00:00:00.000000,2020-08-18 00:00:00.000000,0.9926972456
2630413,2020-08-19 00:00:00.000000,2020-11-17 00:00:00.000000,0.9950968835
2630413,2020-11-18 00:00:00.000000,2021-02-16 00:00:00.000000,0.9977020927
2630413,2021-02-17 00:00:00.000000,,1.0000000000
2630455,2017-11-20 00:00:00.000000,2018-02-19 00:00:00.000000,0.9507945484
2605336,2017-12-28 00:00:00.000000,2018-03-27 00:00:00.000000,0.9451066914
2605336,2018-03-28 00:00:00.000000,2018-06-27 00:00:00.000000,0.9488482064
2605336,2018-06-28 00:00:00.000000,2018-09-26 00:00:00.000000,0.9535688443
2605336,2018-09-27 00:00:00.000000,2018-12-27 00:00:00.000000,0.9579081076
2605336,2018-12-28 00:00:00.000000,2019-03-27 00:00:00.000000,0.9628958451
2605336,2019-03-28 00:00:00.000000,2019-06-26 00:00:00.000000,0.9675419047
2605336,2019-06-27 00:00:00.000000,2019-09-26 00:00:00.000000,0.9719887591
2605336,2019-09-27 00:00:00.000000,2019-12-29 00:00:00.000000,0.9764482306
2605336,2019-12-30 00:00:00.000000,2020-03-29 00:00:00.000000,0.9806875946
2605336,2020-03-30 00:00:00.000000,2020-06-28 00:00:00.000000,0.9862352133
2605336,2020-06-29 00:00:00.000000,2020-09-28 00:00:00.000000,0.9912901010
2605336,2020-09-29 00:00:00.000000,2020-12-29 00:00:00.000000,0.9946969043
2605336,2020-12-30 00:00:00.000000,2021-03-29 00:00:00.000000,0.9975541484
2605336,2021-03-30 00:00:00.000000,,1.0000000000
2617819,2017-10-31 00:00:00.000000,2018-01-30 00:00:00.000000,0.9110027393
2617819,2018-01-31 00:00:00.000000,2018-04-29 00:00:00.000000,0.9165445916
2617819,2018-04-30 00:00:00.000000,2018-07-30 00:00:00.000000,0.9232023005
2630455,2018-02-20 00:00:00.000000,2018-05-17 00:00:00.000000,0.9549504893
2617819,2018-07-31 00:00:00.000000,2018-10-30 00:00:00.000000,0.9291028529
2617819,2018-10-31 00:00:00.000000,2019-01-30 00:00:00.000000,0.9355202939
2617819,2019-01-31 00:00:00.000000,2019-04-29 00:00:00.000000,0.9420385176
2630455,2018-05-18 00:00:00.000000,2018-08-19 00:00:00.000000,0.9586827499
2630455,2018-08-20 00:00:00.000000,2018-11-19 00:00:00.000000,0.9629051022
2630455,2018-11-20 00:00:00.000000,2019-02-19 00:00:00.000000,0.9676793186
2630455,2019-02-20 00:00:00.000000,2019-05-19 00:00:00.000000,0.9715896751
2630455,2019-05-20 00:00:00.000000,2019-08-19 00:00:00.000000,0.9758736267
2630455,2019-08-20 00:00:00.000000,2019-11-19 00:00:00.000000,0.9798561626
2630455,2019-11-20 00:00:00.000000,2020-02-19 00:00:00.000000,0.9837480414
2630455,2020-02-20 00:00:00.000000,2020-05-19 00:00:00.000000,0.9870465854
2630455,2020-05-20 00:00:00.000000,2020-08-19 00:00:00.000000,0.9911793106
2630455,2020-08-20 00:00:00.000000,2020-11-18 00:00:00.000000,0.9945644355
2630455,2020-11-19 00:00:00.000000,2021-02-18 00:00:00.000000,0.9975086240
2630455,2021-02-19 00:00:00.000000,,1.0000000000
2630498,2000-01-01 00:00:00.000000,,1.0000000000
2617819,2019-04-30 00:00:00.000000,2019-07-30 00:00:00.000000,0.9483784443
2617819,2019-07-31 00:00:00.000000,2019-10-30 00:00:00.000000,0.9535918424
2617819,2019-10-31 00:00:00.000000,2020-01-29 00:00:00.000000,0.9601676709
2617819,2020-01-30 00:00:00.000000,2020-04-29 00:00:00.000000,0.9664693215
2617819,2020-04-30 00:00:00.000000,2020-07-30 00:00:00.000000,0.9755680220
2617819,2020-07-31 00:00:00.000000,2020-10-29 00:00:00.000000,0.9847030572
2617819,2020-10-30 00:00:00.000000,2021-01-31 00:00:00.000000,0.9927520784
2617819,2021-02-01 00:00:00.000000,,1.0000000000
2630544,2017-10-12 00:00:00.000000,2018-01-10 00:00:00.000000,0.8919787515
2605788,2017-12-14 00:00:00.000000,2018-03-13 00:00:00.000000,0.9094979058
2605788,2018-03-14 00:00:00.000000,2018-06-13 00:00:00.000000,0.9111651797
2605788,2018-06-14 00:00:00.000000,2018-09-12 00:00:00.000000,0.9128799107
2605788,2018-09-13 00:00:00.000000,2018-12-12 00:00:00.000000,0.9146241284
2605788,2018-12-13 00:00:00.000000,2019-03-13 00:00:00.000000,0.9173141993
2605788,2019-03-14 00:00:00.000000,2019-06-12 00:00:00.000000,0.9198230929
2605788,2019-06-13 00:00:00.000000,2019-09-11 00:00:00.000000,0.9230835922
2605788,2019-09-12 00:00:00.000000,2019-12-11 00:00:00.000000,0.9264227210
2605788,2019-12-12 00:00:00.000000,2020-03-11 00:00:00.000000,0.9299965763
2605788,2020-03-12 00:00:00.000000,2020-06-11 00:00:00.000000,0.9400566354
2605788,2020-06-12 00:00:00.000000,2020-08-12 00:00:00.000000,0.9486096735
2605788,2020-08-13 00:00:00.000000,2020-09-10 00:00:00.000000,0.9687434298
2605788,2020-09-11 00:00:00.000000,2020-12-09 00:00:00.000000,0.9809080162
2605788,2020-12-10 00:00:00.000000,2021-03-11 00:00:00.000000,0.9878246753
2605788,2021-03-12 00:00:00.000000,,1.0000000000
2630544,2018-01-11 00:00:00.000000,2018-04-11 00:00:00.000000,0.9008277946
2630544,2018-04-12 00:00:00.000000,2018-07-11 00:00:00.000000,0.9099250730
2630544,2018-07-12 00:00:00.000000,2018-10-11 00:00:00.000000,0.9183810720
2630544,2018-10-12 00:00:00.000000,2019-01-13 00:00:00.000000,0.9273114911
2630544,2019-01-14 00:00:00.000000,2019-04-11 00:00:00.000000,0.9365624423
2630544,2019-04-12 00:00:00.000000,2019-07-11 00:00:00.000000,0.9447599254
2630544,2019-07-12 00:00:00.000000,2019-10-10 00:00:00.000000,0.9522555413
2630544,2019-10-11 00:00:00.000000,2020-01-13 00:00:00.000000,0.9591543816
2630544,2020-01-14 00:00:00.000000,2020-04-13 00:00:00.000000,0.9663916439
2630544,2020-04-14 00:00:00.000000,2020-07-13 00:00:00.000000,0.9751475708
2630544,2020-07-14 00:00:00.000000,2020-10-13 00:00:00.000000,0.9839058568
2630544,2020-10-14 00:00:00.000000,2021-01-13 00:00:00.000000,0.9918921057
